BehaviorSpace results (NetLogo 6.4.0),Table version 2.0,,,,,,,,
红绿__Traffic 2 Lanes.nlogo,,,,,,,,,
experiment21,,,,,,,,,
01/24/2024 23:30:28:660 +0800,,,,,,,0.088455358,21.81282169,629.637094
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,
-20,20,-8,8,,,,,,
[run number],acceleration,max-patience,number-of-cars,deceleration,[step],count turtles,mean [speed] of turtles,mean [patience] of turtles,average-wait-time
3,0.005,50,50,0.02,0,51,0.490196078,25.2745098,0
2,0.005,50,50,0.02,0,51,0.490196078,21.54901961,0
3,0.005,50,50,0.02,1,50,0.4626,24.56,0.06
2,0.005,50,50,0.02,1,50,0.4582,22.3,0.06
3,0.005,50,50,0.02,2,50,0.4117,24.12,0.16
2,0.005,50,50,0.02,2,50,0.4451,21.88,0.12
3,0.005,50,50,0.02,3,50,0.396,23.86,0.24
2,0.005,50,50,0.02,3,50,0.436,21.54,0.2
3,0.005,50,50,0.02,4,50,0.3882,23.56,0.32
3,0.005,50,50,0.02,5,50,0.383006825,23.28,0.38
2,0.005,50,50,0.02,4,50,0.3993,24.16,0.32
2,0.005,50,50,0.02,5,50,0.3916,23.78,0.4
3,0.005,50,50,0.02,6,50,0.375284268,23.96,0.48
2,0.005,50,50,0.02,6,50,0.3804,23.44,0.48
3,0.005,50,50,0.02,7,50,0.359784268,23.66,0.56
2,0.005,50,50,0.02,7,50,0.3731,23.12,0.58
2,0.005,50,50,0.02,8,50,0.3669,23.78,0.66
3,0.005,50,50,0.02,8,50,0.338684268,23.22,0.64
3,0.005,50,50,0.02,9,50,0.322284268,22.98,0.72
2,0.005,50,50,0.02,9,50,0.3567,24.36,0.74
3,0.005,50,50,0.02,10,50,0.316200603,23.64,0.78
2,0.005,50,50,0.02,10,50,0.3486,23.94,0.82
3,0.005,50,50,0.02,11,50,0.308800603,24.26,0.84
2,0.005,50,50,0.02,11,50,0.3152,23.52,0.92
3,0.005,50,50,0.02,12,50,0.312300603,23.94,0.9
2,0.005,50,50,0.02,12,50,0.2966,24.1,1.04
2,0.005,50,50,0.02,13,50,0.2576,23.62,1.14
3,0.005,50,50,0.02,13,50,0.313600603,23.56,0.96
2,0.005,50,50,0.02,14,50,0.242989518,23.22,1.24
3,0.005,50,50,0.02,14,50,0.292100603,24.16,1.06
1,0.005,50,50,0.02,0,51,0.490196078,27.60784314,0
3,0.005,50,50,0.02,15,50,0.284200603,24.74,1.12
2,0.005,50,50,0.02,15,50,0.246879035,25.74,1.32
3,0.005,50,50,0.02,16,50,0.263600603,24.3,1.22
2,0.005,50,50,0.02,16,50,0.249379035,25.34,1.42
3,0.005,50,50,0.02,17,50,0.248200603,23.98,1.28
2,0.005,50,50,0.02,17,50,0.207279035,25.84,1.54
3,0.005,50,50,0.02,18,50,0.235377443,23.52,1.42
2,0.005,50,50,0.02,18,50,0.175389518,25.38,1.66
3,0.005,50,50,0.02,19,50,0.238277443,23.18,1.5
2,0.005,50,50,0.02,19,50,0.1358,24.86,1.74
1,0.005,50,50,0.02,1,50,0.453813353,26.8,0.06
3,0.005,50,50,0.02,20,50,0.215777443,22.72,1.58
2,0.005,50,50,0.02,20,50,0.1119,24.4,1.88
3,0.005,50,50,0.02,21,50,0.1855,22.32,1.68
2,0.005,50,50,0.02,21,50,0.098566973,23.92,1.98
3,0.005,50,50,0.02,22,50,0.1421,21.9,1.86
2,0.005,50,50,0.02,22,50,0.093933946,24.44,2.1
3,0.005,50,50,0.02,23,50,0.1115,22.5,1.96
2,0.005,50,50,0.02,23,50,0.082333946,24.02,2.26
3,0.005,50,50,0.02,24,50,0.0928,22.16,2.04
